,zloc_pred,filename,xmin,ymin,xmax,ymax,angle,xloc,yloc,zloc
675,32.68177032,001358.txt,712.41,168.74,841.24,208.98,-0.22,6.35,1,26.51
676,12.57107639,001359.txt,19.6,201.02,271.68,301.04,2.17,-7.87,1.91,12.69
677,56.86762619,001361.txt,612.07,168.08,640.69,193.5,-1.54,1.65,0.71,45.75
678,52.72902679,001361.txt,504.5,171.66,540.75,197.85,1.71,-4.53,0.89,41.84
679,23.56516647,001366.txt,1093.74,183.4,1223,234.6,0.87,19.17,1.7,24.46
680,29.59998703,001367.txt,932.55,146.91,1027.24,199.13,-1.97,14.18,0.96,27.99
681,10.3155632,001372.txt,91.38,191.8,369.56,323.01,2.01,-5.38,1.8,11.03
682,62.13689423,001378.txt,560.16,178.03,588.45,197.33,1.81,-2.78,1.87,56.66
683,13.10799694,001380.txt,253.48,183.91,416.31,286.09,1.9,-5.02,1.85,13.61
684,16.50454712,001383.txt,114.96,178.14,266.44,258.69,2.08,-10.51,1.96,18.36
685,29.2132473,001383.txt,188.7,183.17,297.49,225.17,2.14,-14,1.87,27.77
686,13.30417919,001388.txt,962.18,121.57,1241,251.25,2.54,8.3,1.16,11.71
687,28.24415779,001389.txt,247.85,185.31,363.19,226.91,-2.99,-12.01,2.04,28.6
688,8.851957321,001397.txt,638.42,154.34,717.07,321.11,3.06,0.77,1.5,7.83
689,74.9801178,001398.txt,598.34,180.34,616.32,194.27,-1.59,-0.28,1.97,67.77
690,19.49584961,001404.txt,671.7,158.36,760.8,237.57,-1.7,2.62,1.52,19.01
691,16.54797935,001405.txt,823.79,164.98,857.09,242.6,1.27,5.32,1.59,16.83
692,15.38003731,001410.txt,248.96,197.01,390.03,280.22,1.93,-5.95,1.98,15.11
693,24.32054329,001410.txt,877.71,143.17,1011.08,210.95,2.69,8.9,0.98,19.45
694,26.15160942,001410.txt,831.08,149.4,967.87,208.36,2.75,8.62,1.02,21.76
695,20.44574928,001411.txt,647.03,171.83,715.5,237.88,-1.63,1.74,1.57,18.64
696,5.548254013,001411.txt,0,211.3,344.37,374,2.16,-3.74,1.78,5.67
697,21.38452148,001411.txt,434.86,181.69,527.89,240.01,1.87,-3.6,1.76,20.62
698,11.58716393,001415.txt,715.35,152.77,931.69,290.49,-1.9,3.08,1.54,11.63
699,26.02720261,001417.txt,762.39,156.07,911.7,211.51,-3.13,7.71,1.29,24.85
700,23.78521919,001422.txt,944.74,145.4,964.71,207.53,-1.49,10.26,0.78,20.87
701,9.128610611,001422.txt,372.83,141.13,455.64,312.07,2.23,-2.28,1.47,8.56
702,7.315910339,001422.txt,435.26,132.22,505.05,322.95,2.3,-1.51,1.47,7.88
703,64.55628204,001424.txt,434.48,178.98,466.1,197.6,1.82,-14.09,2.13,63.8
704,38.54943848,001426.txt,641.4,169.88,677.68,204.17,-1.67,3.58,2.21,53.37
705,17.62288094,001426.txt,0,178.16,42.05,249.96,2.32,-14.36,1.7,14.98
706,36.8253479,001426.txt,240.23,180.47,253.73,215.34,-1.05,-15.83,1.84,31.55
707,13.32664013,001428.txt,1216.26,160.58,1223,258.28,1.84,11.54,1.34,12.58
708,34.3874588,001430.txt,608.29,187.36,662.29,222.46,-1.39,1.2,2.13,32.99
709,30.21500969,001432.txt,650.77,187.15,702.31,227.15,-1.67,2.53,2,28.63
710,52.32845688,001438.txt,644.28,172.98,712.52,193.76,2.72,5.11,1.52,54.19
711,33.57846069,001440.txt,369.84,177.56,464.63,213.63,-2.9,-8.39,1.72,31.48
712,50.02011871,001442.txt,457.35,160.3,501.89,203.08,1.7,-11.08,2.47,61.9
713,24.96758652,001454.txt,550.28,177.78,567.6,227.94,-1.54,-1.69,1.75,23.28
714,10.68817139,001454.txt,1123.63,153.38,1180.28,280.3,-0.66,7.68,1.46,10.21
715,12.01488209,001454.txt,1096.2,161.99,1135.82,272.16,-0.6,7.67,1.45,10.87
716,26.10723686,001456.txt,389.86,185.34,467.96,230.36,-1.23,-6.09,1.83,24.43
717,73.80477142,001457.txt,527.32,174.47,558.21,188.45,1.95,-7.08,1.61,76.33
718,30.21131325,001457.txt,1083.35,179.84,1234.71,217.73,2.51,20.5,1.62,27.08
719,5.172464371,001458.txt,847.04,203.76,1241,374,-2.1,3.33,1.69,5.45
720,18.62501717,001460.txt,365.46,192.89,463.17,255.43,1.84,-5.36,2.09,20.1
721,60.67848206,001461.txt,436.57,181.29,468.72,200.74,1.82,-13.49,2.33,62
722,15.92015553,001465.txt,280.84,202.28,376.13,276.46,-2.85,-5.09,1.81,12.99
723,56.78013229,001466.txt,534.26,169.98,565.06,193.84,-1.51,-3.63,0.83,46.98
724,64.95714569,001466.txt,608.6,165.61,633.56,189.72,-0.03,1.2,0.66,51.97
725,61.18561172,001466.txt,594.73,167.53,606.32,191.89,-3.12,-0.25,0.84,53.12
726,36.48719406,001468.txt,478.3,172.09,559.01,207.03,-2.27,-4.03,1.43,31.32
727,47.28691864,001470.txt,658.36,172.15,697.24,198.32,-1.39,4.17,1.5,44.06
728,73.47792816,001470.txt,596.58,156.69,661.01,188.2,1.2,1.98,1.78,86.63
729,60.08428955,001471.txt,512.28,149.96,555.26,195.86,-1.49,-6.63,1.9,64.91
730,63.74156952,001472.txt,726.45,165.35,748.89,185.25,-1.64,13.88,1.32,78.68
731,72.57409668,001472.txt,577.88,159.08,640.26,188.19,1.18,-0.38,1.92,93.09
732,14.47688007,001476.txt,925.21,169.44,1239.29,261.37,-0.57,8.23,1.46,12.92
733,22.55562973,001476.txt,438.68,156.77,521.82,231.17,1.73,-3.91,1.63,22.26
734,9.078493118,001481.txt,0,195.57,55.95,316.09,-0.78,-8.35,1.63,8.04
735,9.492471695,001481.txt,102.78,161.33,391.01,326.6,-1.15,-4.61,1.51,9.96
736,22.55799484,001481.txt,261.92,182.65,373.61,237.77,-1.2,-8.54,1.39,21.49
737,40.55371475,001486.txt,592.62,166.55,629.57,203.62,-1.58,0.38,0.88,30.03
738,13.5151577,001488.txt,712.71,155.4,858.73,269.38,-1.82,3.26,1.42,13.55
739,24.69741249,001491.txt,672.89,171.09,739.82,224.97,-1.74,3.2,1.66,24.86
740,40.27953339,001493.txt,135.36,184.35,196.67,214.77,2.06,-24.47,2.23,39.83
741,32.43431473,001496.txt,1096.19,137.27,1111.09,182.58,1.22,21.67,0.09,30.97
742,32.18576431,001499.txt,36.3,168.6,140,214.65,-0.97,-20.84,1.58,28.93
743,50.67699814,001501.txt,367.39,186.45,413.18,209.71,1.87,-14.83,2.4,48.81
744,7.645280838,001502.txt,239.36,152.1,411.91,374,1.96,-2.23,1.55,5.76
745,25.67249298,001510.txt,669.41,171.16,732.52,222.54,-1.74,3.16,1.66,25.98
746,42.59872055,001510.txt,809.78,175.2,877.81,202.99,-2.48,13.02,1.63,40.41
747,50.05986786,001511.txt,416.01,181.73,455.17,206.16,1.81,-13.86,2.57,57.49
748,7.820453644,001513.txt,0,177.3,225.34,356.15,-2.47,-6.41,1.6,6.99
749,49.6644249,001514.txt,514.8,183.17,543.81,206.32,-1.5,-5.09,1.3,46.81
750,41.74910736,001516.txt,281.76,175.84,306.15,208.46,-1.18,-17.69,1.95,40.36
751,55.32787323,001516.txt,424.3,179.56,462.99,201.69,1.79,-11.68,1.96,50.83
752,5.878490448,001518.txt,987.2,0,1241,348.65,0.53,6.62,1.49,3.83
753,44.47534943,001520.txt,170.23,190.37,238.59,216.92,2.1,-23.2,2.41,41.4
754,5.724779129,001522.txt,880.29,181.72,1241,374,-2.2,3.05,1.61,3.9
755,32.14812469,001522.txt,451.4,182.71,502.95,219.94,1.74,-5.5,1.85,30.05
756,39.41753769,001522.txt,778.15,154.87,880.88,194.3,2.85,9.51,0.9,31.55
757,44.9805336,001522.txt,752.53,157.78,829.46,192.45,2.88,9.06,0.96,36.41
758,14.07346249,001528.txt,34.37,193.33,238.45,282.89,2.07,-9.96,2.05,15.59
759,15.02518559,001529.txt,1110.47,130.65,1158.43,233.03,2.48,10.03,0.97,13.43
760,20.42436028,001533.txt,238.75,183.35,355.11,245.51,-1.17,-8.24,1.46,19.29
761,44.01644135,001536.txt,425.21,175.14,469.18,206.24,1.78,-10.39,2.05,46.26
762,20.73910713,001539.txt,1045.08,186.53,1235.23,243.78,2.61,15.62,2.03,21.49
763,11.84546852,001540.txt,0,115.68,147.17,285.39,0.85,-10.28,1.43,10.64
764,19.27253914,001541.txt,255.1,183.2,373.8,249.87,2.01,-8.54,2.05,21.14
765,44.79039001,001541.txt,471.95,183.79,510.1,210.02,1.8,-6.96,2.1,42.31
766,23.31798935,001545.txt,431.92,180.15,494.24,234.57,-1.48,-4.85,1.9,24.03
767,18.97245216,001550.txt,706.92,172.02,783.69,242.31,-1.63,3.31,1.35,17.34
768,35.26877975,001550.txt,663.85,177.29,707.18,211.43,-1.64,3.74,1.36,33.47
769,50.04704666,001550.txt,651.13,175.86,678.73,199.79,-1.61,3.78,1.16,44.85
770,25.20767784,001551.txt,477.66,171.77,547.55,225.25,1.75,-3.42,1.73,25.85
771,9.568241119,001552.txt,288.93,196.54,490.45,352.28,-1.35,-2.69,1.87,9.61
772,9.317539215,001552.txt,712.97,168.02,918.88,338.6,-1.82,2.44,1.79,9.6
773,48.8357048,001552.txt,541.72,186.35,568.98,210.47,1.61,-3.35,2.23,44.35
774,9.5427742,001553.txt,1000.1,122.33,1241,284.97,2.47,9.3,1.59,11.34
775,33.72506332,001557.txt,655.69,183.45,697.23,219.16,-1.68,3.14,2.13,35.02
776,11.68975449,001558.txt,807.83,150.84,864.83,271.19,0.88,3.17,1.2,9.74
777,16.5842247,001564.txt,696.75,184.66,804.05,257.92,-1.77,2.93,1.38,15.62
778,49.98684692,001564.txt,587.63,176.59,614.36,201.68,-1.56,-0.45,1.03,47.62
779,59.29395294,001565.txt,536.24,173.88,556.24,196.27,-1.52,-6.26,1.09,73.39
780,54.37004471,001567.txt,597.09,180.06,619.61,202.58,-1.58,-0.19,2.52,63.03
781,14.78128338,001570.txt,651.34,161.51,688.22,250.04,-1.68,1.36,1.42,15.36
782,32.98239899,001570.txt,535.5,167.43,555.68,211.05,1.69,-2.44,1.21,29.03
783,30.81474686,001570.txt,713.78,168.52,850.33,211.11,-0.24,6.18,1.02,25.09
784,48.09981537,001577.txt,231.54,185.37,257.79,211.58,2.22,-24.79,2.59,48.93
785,47.51750565,001578.txt,575.24,176.89,603.89,203.29,-1.55,-1.16,1.68,41.43
786,27.21468163,001580.txt,88.49,185.03,196.54,231.02,2.1,-14.8,1.73,22.96
787,23.62483788,001582.txt,494.42,163.93,562.54,228.24,1.67,-2.54,1.62,23.1
788,23.01072884,001583.txt,316.35,170.99,471.34,229.45,-2.82,-6.71,1.69,22.54
789,45.92786026,001583.txt,638.05,169.71,671.54,199.45,-1.63,2.57,1.51,42.53
790,29.06439781,001585.txt,506.32,184.72,555.81,225.57,1.65,-3.02,1.9,27.89
791,5.133226395,001589.txt,1051.4,111.45,1163.9,369,1.26,3.13,1.52,4.39
792,27.78605843,001590.txt,479.97,173.71,534.94,220.82,1.65,-3.56,1.57,25.3
793,36.98797989,001592.txt,409.62,189.86,450.12,221.11,-1.54,-8.82,2.26,35.4
794,43.60280609,001592.txt,397.88,182.71,409.36,212.61,1.68,-12.63,2.41,44.01
795,46.18860245,001596.txt,497.19,173.43,560.78,199.9,-3.14,-5.78,1.87,51.35
796,45.70310211,001597.txt,523.11,167.93,574.85,198.76,-1.34,-2.54,0.8,35.74
797,59.00407028,001598.txt,529.66,171.82,555.18,194.65,1.66,-5.09,1.6,54.53
798,51.44510651,001602.txt,170.56,184.55,198.16,208.05,-1.6,-34.12,2.72,57.75
799,9.944223404,001602.txt,469.02,159.28,750.08,324.83,-2.17,-0.31,1.82,10.9
800,46.5884552,001603.txt,287.13,185.13,332.59,211.42,-1.34,-16.99,1.4,41.11
801,35.69276047,001604.txt,362.22,180.22,422.8,214.34,1.85,-10.68,1.94,35.63
802,33.03462219,001604.txt,671.6,173.81,751.11,210.59,-0.89,4.47,1.58,31.82
803,21.58154297,001607.txt,1190.77,137.35,1241,207.04,-2.32,18.88,0.95,19.5
804,45.03702927,001608.txt,385,177.62,434.12,206.82,1.85,-11.53,1.88,41.62
805,37.0101738,001608.txt,537.51,167.05,547.51,206.91,-0.03,-3.27,1.6,34.22
806,16.93279648,001610.txt,683.79,181.03,782.86,255.45,-1.75,2.61,1.66,16.15
807,20.02943611,001612.txt,707.24,172.34,857.17,236.96,-1.01,4.24,1.4,17.58
808,40.80375671,001612.txt,651.76,172.52,723.95,201.33,-0.89,4.26,1.48,39.31
809,58.5156517,001612.txt,642.82,171.01,692.63,191.21,-0.81,4.57,1.41,57.1
810,61.02601624,001612.txt,441.84,179.4,476.63,199.2,1.79,-10.73,1.82,51.47
811,54.09974289,001612.txt,354.45,176.94,390.14,201,1.89,-15.09,1.74,45.82
812,21.34281158,001614.txt,198.02,196.91,339.01,252.77,-0.64,-9.93,2.15,21.13
813,11.21488571,001619.txt,727.62,181.95,929.59,305.85,-1.83,2.84,1.55,10.54
814,12.1789856,001621.txt,0,171.72,174.54,289.64,-2.27,-10.8,1.96,13.29
815,15.04274559,001625.txt,0,186.61,147.75,274.86,-0.91,-11.46,1.56,14.55
816,1.122581482,001628.txt,1149.17,0,1241,374,-0.03,6.08,1.5,-0.2
817,42.48321915,001636.txt,729.46,180.61,775.58,207.91,-1.37,8.34,1.96,42.07
818,40.60998535,001636.txt,560.83,180.53,570.83,211.59,-3.04,-2.37,2.05,38.35
819,20.86646652,001637.txt,573.63,179.57,644.1,239.6,-1.69,-0.14,1.82,21.24
820,15.24975586,001638.txt,442.34,189.64,606.97,274.32,-1.14,-1.68,1.88,15.67
821,14.89924431,001638.txt,314.9,167.55,494.81,268.86,-0.96,-4.63,1.96,16.97
822,17.33548927,001638.txt,127.77,193.36,324.18,264.87,-0.77,-9.85,2.12,18.92
823,68.29398346,001643.txt,573.87,174.07,581.4,193.56,1.59,-2.7,1.7,59.99
824,8.866161346,001654.txt,505.75,160.34,565.41,311.87,-1.48,-0.85,1.51,8.67
825,25.09635353,001655.txt,720.78,166.15,886.41,217.62,-0.28,5.76,1.02,20.93
826,57.12266541,001659.txt,377.48,185.02,417.63,205.05,1.84,-15.56,2.29,52.97
827,28.0639534,001660.txt,99.31,192.23,207.39,236.54,2.13,-19.47,2.55,30.96
828,24.81085396,001661.txt,777.16,171.52,794.49,223.49,-1.81,5.8,1.65,23.87
829,23.05901909,001661.txt,764.74,166.09,782.41,223.05,-1.79,5.35,1.64,23.91
830,40.69694138,001662.txt,603.45,177.11,637.32,207.61,-1.62,0.46,1.69,36.52
831,31.04767036,001664.txt,777.33,143.03,844.16,205.56,-1.4,9.15,1.38,32.64
832,23.17267036,001665.txt,615.94,183.71,672.36,235.8,-1.63,0.95,1.81,22.23
833,26.94429398,001668.txt,500.66,174.2,563.72,221.62,-1.44,-2.29,1.24,24.49
834,54.32125854,001670.txt,466.19,168.7,491.68,199.59,-1.57,-10.54,2.08,57.99
835,42.3198967,001672.txt,602.55,172.44,636.75,202.76,-1.64,0.72,1.09,36.84
836,33.98700333,001673.txt,668.71,171.33,769.99,207.39,-0.08,4.64,1.45,31.31
837,64.99088287,001674.txt,509.35,152.03,582.31,190.11,-2.27,-4,1.04,44.13
838,5.146900177,001676.txt,1174.9,122.46,1241,358.28,0.97,5.57,1.54,6.17
839,8.263072968,001676.txt,127.19,181.97,425.62,355.94,1.97,-3.55,1.66,8.4
840,69.35236359,001677.txt,639.69,149.47,709.15,188.45,-1.77,6.02,1.46,73.5
841,33.22974396,001678.txt,0,197.31,65.87,236.13,2.28,-23.37,2.37,27.78
842,26.5034256,001679.txt,503.25,170.89,565.2,222.22,-1.45,-2.18,1.24,23.91
843,35.23469543,001679.txt,420.53,176.97,474.86,212.79,1.84,-6.45,1.24,30.38
844,13.78028297,001681.txt,762.94,177.51,966.23,270.68,-1.04,4.65,1.51,13
845,61.58429337,001681.txt,452.34,175.85,484.15,197.19,1.8,-11.29,1.89,57.61
846,12.81262112,001682.txt,841.94,145.79,874.6,252.79,-1.68,4.67,1.47,13.69
847,16.39792061,001683.txt,678.13,119.05,823.64,260.66,-1.74,2.86,1.63,16.53
848,36.27057266,001683.txt,646.18,182.28,688.69,214.99,-1.65,2.6,1.87,33.84
849,14.64913368,001685.txt,0,181.95,104.75,270.45,0.99,-15.22,2.23,17.76
850,24.85253906,001685.txt,53.13,179.69,203.02,231.83,0.6,-19.36,2.29,29.06
851,21.58490372,001685.txt,0,188.25,140.87,245,0.64,-18.08,2.3,23.87
852,58.97547531,001685.txt,517.68,160.96,577.77,194.41,2.74,-5.59,1.88,64.9
853,29.79030037,001687.txt,79.24,172.73,194.77,220.02,0.51,-22.16,2.14,33.88
854,11.56312561,001690.txt,0,187.35,58.5,286.64,2.35,-10.57,1.8,10.45
855,12.35075855,001692.txt,866.59,137.52,935.5,262.7,-1.96,4.55,1.18,11.04
856,34.48851013,001692.txt,743.51,152.97,757.06,200.3,-1.32,5.68,0.76,27.24
857,29.91923523,001692.txt,717.41,147.23,730.85,205.86,2.7,4.46,0.85,24.18
858,46.53129578,001694.txt,648.63,195.73,674.75,224.37,-1.53,3.13,3.05,43.71
859,23.86260796,001697.txt,524.87,176.79,583.38,230.18,-1.6,-1.87,1.34,23.75
860,35.73322678,001701.txt,403.77,190.55,447.2,222.65,1.73,-9.95,2.57,39.03
861,6.467933655,001705.txt,0,188.67,290.41,375,-0.99,-5.09,1.56,7.56
862,15.98910809,001705.txt,143.23,168.4,309.18,259.27,-1.1,-8.36,1.44,16.1
863,22.32048798,001706.txt,712.76,176.92,783.8,232.56,-1.62,4.02,1.65,21.74
864,12.74469948,001710.txt,353.92,174.9,517.9,290.67,1.86,-3,1.83,13.24
865,25.35160255,001710.txt,523.61,182.34,574.5,230.18,1.69,-2.28,2.05,27.29
866,40.6291275,001711.txt,269.54,179.68,350.83,209.43,2.34,-17.19,2.01,41.55
867,28.29153633,001712.txt,229.69,123.39,431.56,234.45,-1.24,-9.66,1.83,27.19
868,14.46516418,001714.txt,67.17,172.62,117.87,262.35,-2.92,-10.63,1.65,14.7
869,32.33750916,001714.txt,1087.15,149.7,1223,188.3,-0.64,19.7,0.24,25.14
870,14.86794853,001716.txt,396.45,157.93,444.78,252.15,1.09,-4.02,1.43,14.88
871,59.43140411,001717.txt,400.65,180.56,434.16,200.85,1.83,-16.5,2.34,61.9
872,34.4202919,001720.txt,395.03,181.1,454.37,216.33,1.84,-9.1,2.03,35.68
873,6.049123764,001723.txt,0,201.08,240.25,374,2.35,-4.1,1.78,3.94
874,27.72160339,001723.txt,495.08,185.81,552.85,228.62,1.69,-3.18,1.95,27.09
875,26.1252861,001723.txt,661.26,178.76,715.68,225.28,-1.5,2.91,1.81,26.51
876,10.5527935,001724.txt,212.33,172.56,394.28,325.73,2.02,-3.61,1.63,8.67
877,25.84422302,001727.txt,200.64,188.13,300.08,235.77,2.02,-13.42,2.21,27.12
878,37.03222656,001727.txt,324.65,135.31,480.67,218.76,1.82,-9.94,1.89,38.2
879,25.06951141,001729.txt,786.34,187.45,849.86,232.24,-1.69,7.26,1.95,25.65
880,18.00178337,001733.txt,380.31,193.92,479.25,258.68,-1.39,-4.47,1.97,18.21
881,33.79663086,001734.txt,673.52,177.63,715.04,213.44,-1.63,3.9,1.36,31.39
882,38.59018707,001734.txt,663.39,176.19,702.13,207.11,-1.62,3.97,1.28,36.63
883,20.72405624,001738.txt,587.49,175.43,652.67,238.41,-1.55,0.27,1.7,20.21
884,22.92851448,001744.txt,465.49,182.5,537.1,236.61,1.73,-3.22,1.78,21.63
885,54.55792999,001744.txt,553.2,179.81,577.92,201.72,1.65,-3.27,2.07,53.36
886,33.98900986,001745.txt,491.82,181.53,547.18,215.73,1.75,-3.95,1.78,31.86
887,5.416080475,001746.txt,909.32,184.63,1241,374,-0.65,4.64,1.68,6.25
888,27.69010544,001747.txt,386.79,182.81,494.14,224.03,-2.36,-6.49,1.85,27.33
889,32.59831238,001747.txt,419.88,183.04,508.95,217.81,-2.3,-6.19,1.81,30.33
890,6.2578125,001747.txt,0,217.03,170.03,361.58,-2.59,-5.19,1.71,6.88
891,23.23405075,001750.txt,0,179.56,118.01,237.18,2.22,-21.16,2.2,26.98
892,34.71593475,001750.txt,119.86,185.12,177.91,221.08,2.12,-20.93,2.11,32.78
893,11.66516685,001751.txt,2.06,193.35,241.82,304.08,2.12,-8.27,1.94,12.67
894,38.90538025,001751.txt,412.13,188.91,462.09,218.55,1.78,-8.7,2.19,36.46
895,32.55363083,001757.txt,267.27,188.15,336.3,226.49,1.96,-17.19,2.84,40.44
896,22.90985298,001762.txt,81.75,190.51,214.47,243.57,2.14,-15.52,2.2,24.48
897,44.38784027,001762.txt,399.3,145.98,502.57,207.31,1.76,-9.99,1.93,48.42
898,11.54530716,001763.txt,1195.61,172.59,1241,281.51,1.92,8.81,1.49,10.25
899,21.10853767,001763.txt,1219.36,163.11,1240.63,222.51,1.82,18.95,1.51,22.09
900,4.243364334,001765.txt,960.53,208.62,1241,374,0.8,3.61,1.74,3.64
901,71.13317871,001769.txt,679.3,148.87,727.6,185.8,-1.68,9.6,1.28,77.12
902,17.91339874,001769.txt,212.59,179.61,348.88,252.31,2,-8.84,1.95,19.72
903,20.87423706,001773.txt,192.23,185.67,313.18,246.03,-1.26,-10.05,1.87,20.62
904,21.36580467,001776.txt,605.29,175.81,627.76,235.71,2.83,0.28,1.57,21.35
905,14.43882942,001776.txt,800.4,184.52,850.21,266.81,1.38,3.61,1.36,11.72
906,22.35549164,001779.txt,363.46,169.83,384.12,228.65,-1.77,-7.76,1.8,23.81
907,24.03043365,001780.txt,719.25,183.38,843.2,229.59,-0.26,5.84,1.89,25.04
908,6.431224823,001781.txt,0,195.09,288.7,374,1.96,-4.45,1.7,6.86
909,24.74523544,001785.txt,1032.56,183.94,1156.85,232.7,-2.27,16.3,1.61,23.76
910,15.59482479,001785.txt,584.74,158.88,654.08,250.76,1.25,0.24,1.4,15.17
911,21.43834496,001788.txt,468.18,172.47,538.8,236.47,1.7,-3.54,1.97,24.5
912,33.56910324,001789.txt,397.3,183.55,495.88,216.61,0.26,-8.15,2.12,36.06
913,52.6804924,001794.txt,458.95,170.14,483.7,200.84,-1.54,-12.09,1.29,64.01
914,12.64750957,001796.txt,254.03,191.63,438.69,299.96,1.85,-4.13,1.73,11.95
915,13.3665781,001801.txt,717.24,179.49,878.03,279.87,-1.82,3.05,1.59,12.86
916,19.2837429,001806.txt,664.9,185.53,748.8,248.83,-1.71,2.31,1.74,18.33
917,3.665868759,001811.txt,1033.01,223.65,1241,374,-1.25,3.97,1.63,3.55
918,17.68686295,001811.txt,680.88,174.29,845.64,248.43,-0.59,3.64,1.67,17.34
919,44.54172516,001812.txt,402.5,177.98,449.63,207.17,1.85,-10.84,1.94,42.67
920,23.94820976,001825.txt,665.87,177.2,733.95,228.92,1.41,2.81,1.69,23.57
921,31.79377556,001825.txt,293.9,195.29,319.26,233.82,-1.58,-10.89,2.1,25.78
922,44.96654129,001829.txt,934.38,177.11,971.43,204.61,1.63,18.84,1.69,39.64
923,60.88460159,001831.txt,591.06,168.74,615.29,191.13,-1.57,0.14,0.64,50.46
924,58.00718689,001831.txt,541.04,169.91,568.91,193.08,-1.53,-3.1,0.74,48.84
925,57.23842239,001836.txt,377.68,185.04,417.57,205.03,1.84,-15.59,2.29,53.09
926,27.83800316,001836.txt,947.37,174.5,1085.05,218.55,2.66,15.45,1.69,27.65
927,23.19186974,001838.txt,446.68,191.03,500.89,241.01,-1.6,-4.81,2.15,24.92
928,18.49086761,001840.txt,849.79,166.45,1086.83,235.35,2.7,8.16,1.37,16.79
929,19.99291992,001840.txt,818.94,148.86,1004.67,223.19,2.76,8.16,1.31,19.87
930,17.42946815,001840.txt,279.14,194.23,400.63,265.17,1.92,-6.32,1.98,17.14
931,25.51887512,001841.txt,690.02,177.43,786.94,223.88,-0.92,4.59,1.71,25.75
932,33.37889862,001841.txt,660.53,179.52,747.34,213.37,-0.91,4.26,1.73,32.6
933,36.78488922,001842.txt,450.64,183.63,504.73,215.6,1.92,-6.88,2.14,37.71
934,47.40565491,001847.txt,704.99,137.97,758.9,199.81,1.48,8.03,1.64,49.01
935,23.59882927,001848.txt,520.26,183.95,594.62,234.65,-1.45,-1.51,1.69,21.54
936,18.19578743,001848.txt,718.86,112.61,855.83,248.58,-1.75,3.83,1.47,16.99
937,10.19402504,001849.txt,0,190.07,349.71,314.34,-2.53,-5.97,1.73,9.63
938,6.553438187,001852.txt,1043.96,192.27,1241,344.09,-2.74,6.68,1.66,7.49
939,19.98049164,001852.txt,291.71,192.22,445.26,247.56,-2.83,-6.76,2.01,20.33
940,31.02102852,001852.txt,641.44,187.81,697.22,226.68,-1.72,2.32,2.06,29.6
941,34.62739944,001852.txt,446.08,182.05,512.55,215.71,-2.98,-6.88,2.2,38
942,30.71760559,001855.txt,455.39,182.83,512.27,221.31,-1.4,-4.79,1.3,27.97
943,38.41362381,001855.txt,495,179.69,539.1,210.42,-1.44,-4.5,1.17,36
944,7.720083237,001856.txt,756.86,0,1225.85,374,-2.03,2.82,1.53,5.81
945,55.09606934,001858.txt,532.17,146.78,568.99,196.42,-1.53,-4.86,0.83,63.2
946,27.48167038,001858.txt,186.93,183.76,294.21,228.83,-1.11,-12.34,1.34,24.39
947,12.09721375,001860.txt,0,185.07,254.96,290.84,-2.57,-8.37,1.84,12.15
948,28.84536171,001860.txt,338.95,179.16,445.81,221.14,3.07,-8.33,1.74,27.46
949,6.651248932,001862.txt,0,163.4,251.67,374,-2.44,-5.72,1.75,6.89
950,13.94810486,001862.txt,715.74,138.8,859.62,262.05,-1.73,3.33,1.55,14.61
951,36.45293045,001862.txt,666.52,172.02,705.43,206.18,-1.66,3.94,1.68,38.25
952,59.50297546,001865.txt,614.32,171.03,639.39,193.46,-1.55,1.88,0.81,51.55
953,27.3093586,001867.txt,659.26,176.02,719.76,221.17,1.45,2.62,1.55,24.82
954,14.08154392,001868.txt,699.77,182.68,826.68,275.63,-1.78,2.64,1.67,13.33
955,52.99425507,001868.txt,567.69,179.82,577.51,203.76,1.64,-2.96,2.4,56.99
956,25.92598534,001870.txt,152.43,183.92,296.28,230.6,-2.54,-12.56,1.82,23.52
957,38.68206024,001871.txt,519.67,182.57,559.91,212.03,1.67,-3.69,1.97,38.19
958,13.16146469,001874.txt,709.41,182.27,855.12,282.93,-1.8,2.82,1.67,12.8
959,5.50784111,001878.txt,0,213.59,359.07,374,2.1,-3.7,1.84,6.21
960,20.13440514,001878.txt,795.22,179.52,934.7,236.98,3.04,7.03,1.73,20.32
961,17.59766579,001879.txt,380.23,154.46,416.23,236.74,-2.61,-4.63,1.28,16.42
962,20.95013237,001879.txt,703.82,157.58,855.81,227.93,2.28,5.23,1.24,20.98
963,19.8037014,001880.txt,781.89,161.59,823.82,229.47,-1.88,5.39,1.53,20.41
964,61.15425873,001883.txt,336.68,180.54,369.68,198.86,1.91,-20.84,2.06,58.59
965,51.64593124,001885.txt,338.79,177.48,404.59,200.59,2.78,-17.32,1.95,52.44
966,32.84344482,001887.txt,505.16,168.95,552.7,212.07,1.69,-3.64,1.68,32.67
967,28.3998661,001893.txt,308.68,184.82,386.02,227.71,-1.23,-8.72,1.31,24.23
968,57.20440292,001893.txt,526.93,163.26,555.89,194.94,-1.51,-5.53,0.75,60.61
969,27.16818428,001895.txt,121.67,170.15,275.11,227.08,2.58,-15.54,1.9,27.49
970,64.79947662,001895.txt,631.58,172.84,652.04,192.66,1.67,3.22,1.94,72.4
971,25.00710297,001898.txt,377.81,179.44,435.75,229.9,-1.49,-7.22,1.9,25.8
972,57.24826813,001906.txt,296.58,177.45,339.08,198.12,2,-21.65,1.83,53.52
